Timestamp,Distance(m)
19:17:19.445,0.0400
19:17:19.446,0.0400
19:17:19.447,0.0400
19:17:19.448,0.0400
19:17:19.449,0.0400
19:17:19.450,0.0400
19:17:19.451,0.0400
19:17:19.452,0.0400
19:17:19.453,0.0400
19:17:19.454,0.0400
19:17:19.455,0.0400
19:17:19.456,0.0400
19:17:19.457,0.0400
19:17:19.458,0.0400
19:17:19.459,0.0400
19:17:19.460,0.0400
19:17:19.461,0.0400
19:17:19.462,0.0400
19:17:19.463,0.0400
19:17:19.464,0.0400
19:17:19.465,0.0400
19:17:19.466,0.0400
19:17:19.467,0.0400
19:17:19.468,0.0400
19:17:19.469,0.0400
19:17:19.470,0.0400
19:17:19.471,0.0400
19:17:19.472,0.0400
19:17:19.473,0.0400
19:17:19.474,0.0400
19:17:19.475,0.0400
19:17:19.476,0.0400
19:17:19.477,0.0400
19:17:19.478,0.0400
19:17:19.479,0.0400
19:17:19.480,0.0400
19:17:19.481,0.0400
19:17:19.482,0.0400
19:17:19.483,0.0400
19:17:19.484,0.0400
19:17:19.485,0.0400
19:17:19.486,0.0400
19:17:19.487,0.0400
19:17:19.488,0.0400
19:17:19.489,0.0400
19:17:19.490,0.0400
19:17:19.491,0.0400
19:17:19.492,0.0400
19:17:19.493,0.0400
19:17:19.494,0.0400
19:17:19.495,0.0400
19:17:19.496,0.0400
19:17:19.497,0.0400
19:17:19.498,0.0400
19:17:19.499,0.0400
19:17:19.500,0.0400
19:17:19.501,0.0400
19:17:19.502,0.0400
19:17:19.503,0.0400
19:17:19.504,0.0400
19:17:19.505,0.0400
19:17:19.506,0.0400
19:17:19.507,0.0400
19:17:19.508,0.0400
19:17:19.509,0.0400
19:17:19.510,0.0400
19:17:19.511,0.0400
19:17:19.512,0.0400
19:17:19.513,0.0400
19:17:19.514,0.0400
19:17:19.515,0.0400
19:17:19.516,0.0400
19:17:19.517,0.0400
19:17:19.518,0.0400
19:17:19.519,0.0400
19:17:19.520,0.0400
19:17:19.521,0.0400
19:17:19.522,0.0400
19:17:19.523,0.0400
19:17:19.524,0.0400
19:17:19.525,0.0400
19:17:19.526,0.0400
19:17:19.527,0.0400
19:17:19.528,0.0400
19:17:19.529,0.0400
19:17:19.530,0.0400
19:17:19.531,0.0400
19:17:19.532,0.0400
19:17:19.533,0.0400
19:17:19.534,0.0400
19:17:19.535,0.0400
19:17:19.536,0.0400
19:17:19.537,0.0400
19:17:19.538,0.0400
19:17:19.539,0.0400
19:17:19.540,0.0400
19:17:19.541,0.0400
19:17:19.542,0.0400
19:17:19.543,0.0400
19:17:19.544,0.0400
19:17:19.545,0.0400
19:17:19.546,0.0400
19:17:19.547,0.0400
19:17:19.548,0.0400
19:17:19.549,0.0400
19:17:19.550,0.0400
19:17:19.551,0.0400
19:17:19.552,0.0400
19:17:19.553,0.0400
19:17:19.554,0.0400
19:17:19.555,0.0400
19:17:19.556,0.0400
19:17:19.557,0.0400
19:17:19.558,0.0400
19:17:19.559,0.0400
19:17:19.560,0.0400
19:17:19.561,0.0400
19:17:19.562,0.0400
19:17:19.563,0.0400
19:17:19.564,0.0400
19:17:19.565,0.0400
19:17:19.566,0.0400
19:17:19.567,0.0400
19:17:19.568,0.0400
19:17:19.569,0.0400
19:17:19.570,0.0400
19:17:19.571,0.0400
19:17:19.572,0.0400
19:17:19.573,0.0400
19:17:19.574,0.0400
19:17:19.575,0.0400
19:17:19.576,0.0400
19:17:19.577,0.0400
19:17:19.578,0.0400
19:17:19.579,0.0400
19:17:19.580,0.0400
19:17:19.581,0.0400
19:17:19.582,0.0400
19:17:19.583,0.0400
19:17:19.584,0.0400
19:17:19.585,0.0400
19:17:19.586,0.0400
19:17:19.587,0.0400
19:17:19.588,0.0400
19:17:19.589,0.0400
19:17:19.590,0.0400
19:17:19.591,0.0400
19:17:19.592,0.0400
19:17:19.593,0.0400
19:17:19.594,0.0400
19:17:19.595,0.0400
19:17:19.596,0.0400
19:17:19.597,0.0400
19:17:19.598,0.0400
19:17:19.599,0.0400
19:17:19.600,0.0400
19:17:19.601,0.0400
19:17:19.602,0.0400
19:17:19.603,0.0400
19:17:19.604,0.0400
19:17:19.605,0.0400
19:17:19.606,0.0400
19:17:19.607,0.0400
19:17:19.608,0.0400
19:17:19.609,0.0400
19:17:19.610,0.0400
19:17:19.611,0.0400
19:17:19.612,0.0400
19:17:19.613,0.0400
19:17:19.614,0.0400
19:17:19.615,0.0400
19:17:19.616,0.0400
19:17:19.617,0.0400
19:17:19.618,0.0400
19:17:19.619,0.0400
19:17:19.620,0.0400
19:17:19.621,0.0400
19:17:19.622,0.0400
19:17:19.623,0.0400
19:17:19.624,0.0400
19:17:19.625,0.0400
19:17:19.626,0.0400
19:17:19.627,0.0400
19:17:19.628,0.0400
19:17:19.629,0.0400
19:17:19.630,0.0400
19:17:19.631,0.0400
19:17:19.632,0.0400
19:17:19.633,0.0400
19:17:19.634,0.0400
19:17:19.635,0.0400
19:17:19.636,0.0400
19:17:19.637,0.0400
19:17:19.638,0.0400
19:17:19.639,0.0400
19:17:19.640,0.0400
19:17:19.641,0.0400
19:17:19.642,0.0400
19:17:19.643,0.0400
19:17:19.644,0.0398
19:17:19.645,0.0396
19:17:19.646,0.0394
19:17:19.647,0.0392
19:17:19.648,0.0390
19:17:19.649,0.0388
19:17:19.650,0.0386
19:17:19.651,0.0384
19:17:19.652,0.0382
19:17:19.653,0.0380
19:17:19.654,0.0378
19:17:19.655,0.0376
19:17:19.656,0.0374
19:17:19.657,0.0372
19:17:19.658,0.0370
19:17:19.659,0.0368
19:17:19.660,0.0366
19:17:19.661,0.0364
19:17:19.662,0.0362
19:17:19.663,0.0360
19:17:19.664,0.0358
19:17:19.665,0.0356
19:17:19.666,0.0354
19:17:19.667,0.0352
19:17:19.668,0.0349
19:17:19.669,0.0347
19:17:19.670,0.0345
19:17:19.671,0.0343
19:17:19.672,0.0341
19:17:19.673,0.0339
19:17:19.674,0.0337
19:17:19.675,0.0335
19:17:19.676,0.0333
19:17:19.677,0.0331
19:17:19.678,0.0329
19:17:19.679,0.0327
19:17:19.680,0.0325
19:17:19.681,0.0323
19:17:19.682,0.0321
19:17:19.683,0.0319
19:17:19.684,0.0317
19:17:19.685,0.0315
19:17:19.686,0.0313
19:17:19.687,0.0311
19:17:19.688,0.0309
19:17:19.689,0.0307
19:17:19.690,0.0305
19:17:19.691,0.0303
19:17:19.692,0.0301
19:17:19.693,0.0299
19:17:19.694,0.0297
19:17:19.695,0.0295
19:17:19.696,0.0293
19:17:19.697,0.0291
19:17:19.698,0.0289
19:17:19.699,0.0287
19:17:19.700,0.0285
19:17:19.701,0.0283
19:17:19.702,0.0281
19:17:19.703,0.0279
19:17:19.704,0.0277
19:17:19.705,0.0275
19:17:19.706,0.0273
19:17:19.707,0.0271
19:17:19.708,0.0269
19:17:19.709,0.0267
19:17:19.710,0.0265
19:17:19.711,0.0263
19:17:19.712,0.0261
19:17:19.713,0.0259
19:17:19.714,0.0257
19:17:19.715,0.0255
19:17:19.716,0.0253
19:17:19.717,0.0251
19:17:19.718,0.0248
19:17:19.719,0.0246
19:17:19.720,0.0244
19:17:19.721,0.0242
19:17:19.722,0.0240
19:17:19.723,0.0238
19:17:19.724,0.0236
19:17:19.725,0.0234
19:17:19.726,0.0232
19:17:19.727,0.0230
19:17:19.728,0.0228
19:17:19.729,0.0226
19:17:19.730,0.0224
19:17:19.731,0.0222
19:17:19.732,0.0220
19:17:19.733,0.0218
19:17:19.734,0.0216
19:17:19.735,0.0214
19:17:19.736,0.0212
19:17:19.737,0.0210
19:17:19.738,0.0208
19:17:19.739,0.0206
19:17:19.740,0.0204
19:17:19.741,0.0202
19:17:19.742,0.0200
19:17:19.743,0.0200
19:17:19.744,0.0200
