Timestamp,Distance(m)
19:40:43.642,0.0600
19:40:43.643,0.0600
19:40:43.644,0.0600
19:40:43.645,0.0600
19:40:43.646,0.0600
19:40:43.647,0.0600
19:40:43.648,0.0600
19:40:43.649,0.0600
19:40:43.650,0.0600
19:40:43.651,0.0600
19:40:43.652,0.0600
19:40:43.653,0.0600
19:40:43.654,0.0600
19:40:43.655,0.0600
19:40:43.656,0.0600
19:40:43.657,0.0600
19:40:43.658,0.0600
19:40:43.659,0.0600
19:40:43.660,0.0600
19:40:43.661,0.0600
19:40:43.662,0.0600
19:40:43.663,0.0600
19:40:43.664,0.0600
19:40:43.665,0.0600
19:40:43.666,0.0600
19:40:43.667,0.0600
19:40:43.668,0.0600
19:40:43.669,0.0600
19:40:43.670,0.0600
19:40:43.671,0.0600
19:40:43.672,0.0600
19:40:43.673,0.0600
19:40:43.674,0.0600
19:40:43.675,0.0600
19:40:43.676,0.0600
19:40:43.677,0.0600
19:40:43.678,0.0600
19:40:43.679,0.0600
19:40:43.680,0.0600
19:40:43.681,0.0600
19:40:43.682,0.0600
19:40:43.683,0.0600
19:40:43.684,0.0600
19:40:43.685,0.0600
19:40:43.686,0.0600
19:40:43.687,0.0600
19:40:43.688,0.0600
19:40:43.689,0.0600
19:40:43.690,0.0600
19:40:43.691,0.0600
19:40:43.692,0.0600
19:40:43.693,0.0600
19:40:43.694,0.0600
19:40:43.695,0.0600
19:40:43.696,0.0600
19:40:43.697,0.0600
19:40:43.698,0.0600
19:40:43.699,0.0600
19:40:43.700,0.0600
19:40:43.701,0.0600
19:40:43.702,0.0600
19:40:43.703,0.0600
19:40:43.704,0.0600
19:40:43.705,0.0600
19:40:43.706,0.0600
19:40:43.707,0.0600
19:40:43.708,0.0600
19:40:43.709,0.0600
19:40:43.710,0.0600
19:40:43.711,0.0600
19:40:43.712,0.0600
19:40:43.713,0.0600
19:40:43.714,0.0600
19:40:43.715,0.0600
19:40:43.716,0.0600
19:40:43.717,0.0600
19:40:43.718,0.0600
19:40:43.719,0.0600
19:40:43.720,0.0600
19:40:43.721,0.0600
19:40:43.722,0.0600
19:40:43.723,0.0600
19:40:43.724,0.0600
19:40:43.725,0.0600
19:40:43.726,0.0600
19:40:43.727,0.0600
19:40:43.728,0.0600
19:40:43.729,0.0600
19:40:43.730,0.0600
19:40:43.731,0.0600
19:40:43.732,0.0600
19:40:43.733,0.0600
19:40:43.734,0.0600
19:40:43.735,0.0600
19:40:43.736,0.0600
19:40:43.737,0.0600
19:40:43.738,0.0600
19:40:43.739,0.0600
19:40:43.740,0.0600
19:40:43.741,0.0600
19:40:43.742,0.0600
19:40:43.743,0.0600
19:40:43.744,0.0600
19:40:43.745,0.0600
19:40:43.746,0.0600
19:40:43.747,0.0600
19:40:43.748,0.0600
19:40:43.749,0.0600
19:40:43.750,0.0600
19:40:43.751,0.0600
19:40:43.752,0.0600
19:40:43.753,0.0600
19:40:43.754,0.0600
19:40:43.755,0.0600
19:40:43.756,0.0600
19:40:43.757,0.0600
19:40:43.758,0.0600
19:40:43.759,0.0600
19:40:43.760,0.0600
19:40:43.761,0.0600
19:40:43.762,0.0600
19:40:43.763,0.0600
19:40:43.764,0.0600
19:40:43.765,0.0600
19:40:43.766,0.0600
19:40:43.767,0.0600
19:40:43.768,0.0600
19:40:43.769,0.0600
19:40:43.770,0.0600
19:40:43.771,0.0600
19:40:43.772,0.0600
19:40:43.773,0.0600
19:40:43.774,0.0600
19:40:43.775,0.0600
19:40:43.776,0.0600
19:40:43.777,0.0600
19:40:43.778,0.0600
19:40:43.779,0.0600
19:40:43.780,0.0600
19:40:43.781,0.0600
19:40:43.782,0.0600
19:40:43.783,0.0600
19:40:43.784,0.0600
19:40:43.785,0.0600
19:40:43.786,0.0600
19:40:43.787,0.0600
19:40:43.788,0.0600
19:40:43.789,0.0600
19:40:43.790,0.0600
19:40:43.791,0.0600
19:40:43.792,0.0600
19:40:43.793,0.0600
19:40:43.794,0.0600
19:40:43.795,0.0600
19:40:43.796,0.0600
19:40:43.797,0.0600
19:40:43.798,0.0600
19:40:43.799,0.0600
19:40:43.800,0.0600
19:40:43.801,0.0600
19:40:43.802,0.0600
19:40:43.803,0.0600
19:40:43.804,0.0600
19:40:43.805,0.0600
19:40:43.806,0.0600
19:40:43.807,0.0600
19:40:43.808,0.0600
19:40:43.809,0.0600
19:40:43.810,0.0600
19:40:43.811,0.0600
19:40:43.812,0.0600
19:40:43.813,0.0600
19:40:43.814,0.0600
19:40:43.815,0.0600
19:40:43.816,0.0600
19:40:43.817,0.0600
19:40:43.818,0.0600
19:40:43.819,0.0600
19:40:43.820,0.0600
19:40:43.821,0.0600
19:40:43.822,0.0600
19:40:43.823,0.0600
19:40:43.824,0.0600
19:40:43.825,0.0600
19:40:43.826,0.0600
19:40:43.827,0.0600
19:40:43.828,0.0600
19:40:43.829,0.0600
19:40:43.830,0.0600
19:40:43.831,0.0600
19:40:43.832,0.0600
19:40:43.833,0.0600
19:40:43.834,0.0600
19:40:43.835,0.0600
19:40:43.836,0.0600
19:40:43.837,0.0600
19:40:43.838,0.0600
19:40:43.839,0.0600
19:40:43.840,0.0700
19:40:43.841,0.0699
19:40:43.842,0.0698
19:40:43.843,0.0697
19:40:43.844,0.0696
19:40:43.845,0.0695
19:40:43.846,0.0694
19:40:43.847,0.0693
19:40:43.848,0.0692
19:40:43.849,0.0691
19:40:43.850,0.0690
19:40:43.851,0.0689
19:40:43.852,0.0688
19:40:43.853,0.0687
19:40:43.854,0.0686
19:40:43.855,0.0685
19:40:43.856,0.0684
19:40:43.857,0.0683
19:40:43.858,0.0682
19:40:43.859,0.0681
19:40:43.860,0.0680
19:40:43.861,0.0679
19:40:43.862,0.0678
19:40:43.863,0.0677
19:40:43.864,0.0676
19:40:43.865,0.0675
19:40:43.866,0.0674
19:40:43.867,0.0673
19:40:43.868,0.0672
19:40:43.869,0.0671
19:40:43.870,0.0670
19:40:43.871,0.0669
19:40:43.872,0.0668
19:40:43.873,0.0667
19:40:43.874,0.0666
19:40:43.875,0.0665
19:40:43.876,0.0664
19:40:43.877,0.0663
19:40:43.878,0.0662
19:40:43.879,0.0661
19:40:43.880,0.0660
19:40:43.881,0.0659
19:40:43.882,0.0658
19:40:43.883,0.0657
19:40:43.884,0.0656
19:40:43.885,0.0655
19:40:43.886,0.0654
19:40:43.887,0.0653
19:40:43.888,0.0652
19:40:43.889,0.0651
19:40:43.890,0.0649
19:40:43.891,0.0648
19:40:43.892,0.0647
19:40:43.893,0.0646
19:40:43.894,0.0645
19:40:43.895,0.0644
19:40:43.896,0.0643
19:40:43.897,0.0642
19:40:43.898,0.0641
19:40:43.899,0.0640
19:40:43.900,0.0639
19:40:43.901,0.0638
19:40:43.902,0.0637
19:40:43.903,0.0636
19:40:43.904,0.0635
19:40:43.905,0.0634
19:40:43.906,0.0633
19:40:43.907,0.0632
19:40:43.908,0.0631
19:40:43.909,0.0630
19:40:43.910,0.0629
19:40:43.911,0.0628
19:40:43.912,0.0627
19:40:43.913,0.0626
19:40:43.914,0.0625
