Time,Agent,X,Y,Z,Status
1753561202.96,Agent_1,1.44,0.21,1.0,moving
1753561203.09,Agent_1,1.39,0.22,1.0,moving
1753561203.21,Agent_1,1.34,0.23,1.0,moving
1753561203.34,Agent_1,1.29,0.24,1.0,moving
1753561203.46,Agent_1,1.24,0.25,1.0,moving
1753561203.59,Agent_1,1.19,0.26,1.0,moving
1753561203.71,Agent_1,1.14,0.27,1.0,moving
1753561203.84,Agent_1,1.09,0.28,1.0,moving
1753561203.96,Agent_1,1.04,0.28,1.0,moving
1753561204.09,Agent_1,0.99,0.29,1.0,moving
1753561204.21,Agent_1,0.94,0.30,1.0,moving
1753561204.34,Agent_1,0.89,0.31,1.0,moving
1753561204.46,Agent_1,0.85,0.32,1.0,moving
1753561204.59,Agent_1,0.80,0.33,1.0,moving
1753561204.71,Agent_1,0.75,0.34,1.0,moving
1753561204.84,Agent_1,0.70,0.34,1.0,moving
1753561204.96,Agent_1,0.65,0.35,1.0,moving
1753561205.09,Agent_1,0.60,0.36,1.0,moving
1753561205.21,Agent_1,0.55,0.37,1.0,moving
1753561205.34,Agent_1,0.50,0.38,1.0,moving
1753561205.46,Agent_1,0.45,0.39,1.0,moving
1753561205.59,Agent_1,0.40,0.40,1.0,moving
1753561205.71,Agent_1,0.35,0.41,1.0,moving
1753561205.84,Agent_1,0.30,0.41,1.0,moving
1753561205.96,Agent_1,0.25,0.42,1.0,moving
1753561206.09,Agent_1,0.20,0.43,1.0,moving
1753561206.21,Agent_1,0.15,0.44,1.0,moving
1753561206.34,Agent_1,0.10,0.45,1.0,moving
1753561206.46,Agent_1,0.06,0.46,1.0,moving
1753561206.59,Agent_1,0.01,0.47,1.0,moving
1753561206.71,Agent_1,-0.04,0.47,1.0,moving
1753561206.84,Agent_1,-0.09,0.48,1.0,moving
1753561206.96,Agent_1,-0.14,0.49,1.0,moving
1753561207.09,Agent_1,-0.19,0.50,1.0,moving
1753561207.21,Agent_1,-0.24,0.51,1.0,moving
1753561207.35,Agent_1,-0.29,0.52,1.0,moving
1753561207.57,Agent_1,-0.34,0.53,1.0,moving
1753561207.64,Agent_1,-0.39,0.54,1.0,moving
1753561207.77,Agent_1,-0.44,0.54,1.0,moving
1753561207.89,Agent_1,-0.49,0.55,1.0,moving
1753561208.02,Agent_1,-0.54,0.56,1.0,moving
1753561208.14,Agent_1,-0.59,0.57,1.0,moving
1753561208.38,Agent_1,-0.64,0.58,1.0,moving
1753561208.58,Agent_1,-0.69,0.59,1.0,moving
1753561208.70,Agent_1,-0.73,0.60,1.0,moving
1753561208.83,Agent_1,-0.78,0.61,1.0,moving
1753561208.95,Agent_1,-0.83,0.61,1.0,moving
1753561209.08,Agent_1,-0.88,0.62,1.0,moving
1753561209.50,Agent_1,-0.93,0.63,1.0,moving
1753561209.57,Agent_1,-0.98,0.64,1.0,moving
1753561209.70,Agent_1,-1.03,0.65,1.0,moving
1753561209.82,Agent_1,-1.08,0.66,1.0,moving
1753561209.94,Agent_1,-1.13,0.67,1.0,moving
1753561210.07,Agent_1,-1.18,0.67,1.0,moving
1753561210.19,Agent_1,-1.23,0.68,1.0,moving
1753561210.32,Agent_1,-1.28,0.69,1.0,moving
1753561210.44,Agent_1,-1.33,0.70,1.0,moving
1753561210.57,Agent_1,-1.38,0.71,1.0,moving
1753561210.70,Agent_2,1.49,0.06,1.0,moving
1753561210.82,Agent_2,1.44,0.07,1.0,moving
1753561210.95,Agent_2,1.39,0.08,1.0,moving
1753561211.07,Agent_2,1.34,0.09,1.0,moving
1753561211.20,Agent_2,1.29,0.11,1.0,moving
1753561211.32,Agent_2,1.24,0.12,1.0,moving
1753561211.45,Agent_2,1.19,0.13,1.0,moving
1753561211.57,Agent_2,1.14,0.14,1.0,moving
1753561211.70,Agent_2,1.09,0.15,1.0,moving
1753561211.82,Agent_2,1.04,0.16,1.0,moving
1753561211.95,Agent_2,0.99,0.17,1.0,moving
1753561212.07,Agent_2,0.94,0.18,1.0,moving
1753561212.20,Agent_2,0.90,0.20,1.0,moving
1753561212.32,Agent_2,0.85,0.21,1.0,moving
1753561212.45,Agent_2,0.80,0.22,1.0,moving
1753561212.57,Agent_2,0.75,0.23,1.0,moving
1753561212.70,Agent_2,0.70,0.24,1.0,moving
1753561212.82,Agent_2,0.65,0.25,1.0,moving
1753561212.95,Agent_2,0.60,0.26,1.0,moving
1753561213.07,Agent_2,0.55,0.27,1.0,moving
1753561213.20,Agent_2,0.50,0.28,1.0,moving
1753561213.33,Agent_2,0.45,0.30,1.0,moving
1753561213.45,Agent_2,0.40,0.31,1.0,moving
1753561213.57,Agent_2,0.35,0.32,1.0,moving
1753561213.70,Agent_2,0.30,0.33,1.0,moving
1753561213.83,Agent_2,0.25,0.34,1.0,moving
1753561213.95,Agent_2,0.20,0.35,1.0,moving
1753561214.08,Agent_2,0.15,0.36,1.0,moving
1753561214.20,Agent_2,0.11,0.37,1.0,moving
1753561214.33,Agent_2,0.06,0.39,1.0,moving
1753561214.45,Agent_2,0.01,0.40,1.0,moving
1753561214.58,Agent_2,-0.04,0.41,1.0,moving
1753561214.70,Agent_2,-0.09,0.42,1.0,moving
1753561214.83,Agent_2,-0.14,0.43,1.0,moving
1753561214.95,Agent_2,-0.19,0.44,1.0,moving
1753561215.09,Agent_2,-0.24,0.45,1.0,moving
1753561215.20,Agent_2,-0.29,0.46,1.0,moving
1753561215.33,Agent_2,-0.34,0.47,1.0,moving
1753561215.45,Agent_2,-0.39,0.49,1.0,moving
1753561215.58,Agent_2,-0.44,0.50,1.0,moving
1753561215.70,Agent_2,-0.49,0.51,1.0,moving
1753561215.83,Agent_2,-0.54,0.52,1.0,moving
1753561215.95,Agent_2,-0.59,0.53,1.0,moving
1753561216.08,Agent_2,-0.64,0.54,1.0,moving
1753561216.20,Agent_2,-0.69,0.55,1.0,moving
1753561216.33,Agent_2,-0.73,0.56,1.0,moving
1753561216.45,Agent_2,-0.78,0.58,1.0,moving
1753561216.58,Agent_2,-0.83,0.59,1.0,moving
1753561216.70,Agent_2,-0.88,0.60,1.0,moving
1753561216.83,Agent_2,-0.93,0.61,1.0,moving
1753561216.95,Agent_2,-0.98,0.62,1.0,moving
1753561217.08,Agent_2,-1.03,0.63,1.0,moving
1753561217.20,Agent_2,-1.08,0.64,1.0,moving
1753561217.33,Agent_2,-1.13,0.65,1.0,moving
1753561217.45,Agent_2,-1.18,0.66,1.0,moving
1753561217.58,Agent_2,-1.23,0.68,1.0,moving
1753561217.70,Agent_2,-1.28,0.69,1.0,moving
1753561217.83,Agent_2,-1.33,0.70,1.0,moving
1753561217.95,Agent_2,-1.38,0.71,1.0,moving
1753561218.08,Agent_2,-1.38,0.71,1.0,dropped
1753561218.08,Agent_1,-1.36,0.66,1.0,moving
1753561218.20,Agent_1,-1.34,0.62,1.0,moving
1753561218.33,Agent_1,-1.32,0.57,1.0,moving
1753561218.45,Agent_1,-1.30,0.52,1.0,moving
1753561218.58,Agent_1,-1.28,0.48,1.0,moving
1753561218.70,Agent_1,-1.26,0.43,1.0,moving
1753561218.83,Agent_1,-1.24,0.38,1.0,moving
1753561218.95,Agent_1,-1.22,0.34,1.0,moving
1753561219.08,Agent_1,-1.20,0.29,1.0,moving
1753561219.21,Agent_1,-1.18,0.24,1.0,moving
1753561219.33,Agent_1,-1.16,0.20,1.0,moving
1753561219.46,Agent_1,-1.14,0.15,1.0,moving
1753561219.58,Agent_1,-1.12,0.11,1.0,moving
1753561219.71,Agent_1,-1.10,0.06,1.0,moving
1753561219.83,Agent_1,-1.08,0.01,1.0,moving
1753561219.96,Agent_1,-1.06,-0.03,1.0,moving
1753561220.08,Agent_1,-1.04,-0.08,1.0,moving
1753561220.21,Agent_1,-1.02,-0.13,1.0,moving
1753561220.33,Agent_1,-1.00,-0.17,1.0,moving
1753561220.46,Agent_1,-0.99,-0.22,1.0,moving
1753561220.58,Agent_1,-0.97,-0.27,1.0,moving
1753561220.71,Agent_1,-0.95,-0.31,1.0,moving
1753561220.83,Agent_1,-0.93,-0.36,1.0,moving
1753561220.96,Agent_1,-0.91,-0.41,1.0,moving
1753561221.08,Agent_1,-0.89,-0.45,1.0,moving
1753561221.21,Agent_1,-0.87,-0.50,1.0,moving
1753561221.33,Agent_1,-0.85,-0.55,1.0,moving
1753561221.46,Agent_1,-0.83,-0.59,1.0,moving
1753561221.58,Agent_1,-0.81,-0.64,1.0,moving
1753561221.71,Agent_1,-0.79,-0.68,1.0,moving
1753561221.83,Agent_1,-0.77,-0.73,1.0,moving
1753561221.96,Agent_1,-0.75,-0.78,1.0,moving
1753561222.08,Agent_1,-0.73,-0.82,1.0,moving
1753561222.21,Agent_1,-0.71,-0.87,1.0,moving
1753561222.34,Agent_1,-0.69,-0.92,1.0,moving
1753561222.46,Agent_1,-0.67,-0.96,1.0,moving
1753561222.59,Agent_1,-0.65,-1.01,1.0,moving
1753561222.71,Agent_1,-0.63,-1.06,1.0,moving
1753561222.84,Agent_1,-0.61,-1.10,1.0,moving
1753561222.96,Agent_1,-0.59,-1.15,1.0,moving
1753561223.08,Agent_1,-0.57,-1.20,1.0,moving
1753561223.21,Agent_1,-0.56,-1.24,1.0,moving
1753561223.34,Agent_1,-0.54,-1.29,1.0,moving
1753561223.46,Agent_1,-0.52,-1.33,1.0,moving
1753561223.59,Agent_1,-0.50,-1.38,1.0,moving
1753561223.71,Agent_1,-0.48,-1.43,1.0,moving
1753561223.84,Agent_1,-0.46,-1.47,1.0,moving
1753561223.96,Agent_1,-0.44,-1.52,1.0,moving
1753561224.09,Agent_1,-0.42,-1.47,1.0,moving
1753561224.21,Agent_1,-0.40,-1.42,1.0,moving
1753561224.34,Agent_1,-0.39,-1.38,1.0,moving
1753561224.46,Agent_1,-0.37,-1.33,1.0,moving
1753561224.59,Agent_1,-0.35,-1.28,1.0,moving
1753561224.71,Agent_1,-0.33,-1.23,1.0,moving
1753561224.84,Agent_1,-0.32,-1.18,1.0,moving
1753561224.96,Agent_1,-0.30,-1.13,1.0,moving
1753561225.09,Agent_1,-0.28,-1.09,1.0,moving
1753561225.21,Agent_1,-0.26,-1.04,1.0,moving
1753561225.44,Agent_1,-0.25,-0.99,1.0,moving
1753561225.55,Agent_1,-0.23,-0.94,1.0,moving
1753561225.70,Agent_1,-0.21,-0.89,1.0,moving
1753561225.83,Agent_1,-0.20,-0.85,1.0,moving
1753561225.95,Agent_1,-0.18,-0.80,1.0,moving
1753561226.08,Agent_1,-0.16,-0.75,1.0,moving
1753561226.20,Agent_1,-0.14,-0.70,1.0,moving
1753561226.33,Agent_1,-0.13,-0.65,1.0,moving
1753561226.45,Agent_1,-0.11,-0.60,1.0,moving
1753561226.58,Agent_1,-0.09,-0.56,1.0,moving
1753561226.83,Agent_1,-0.07,-0.51,1.0,moving
1753561226.96,Agent_1,-0.06,-0.46,1.0,moving
