Time(s),Distance(m)
0.46,0.0100
0.46,0.0100
0.46,0.0100
0.46,0.0100
0.46,0.0100
0.46,0.0100
0.46,0.0100
0.46,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.66,0.0100
0.86,0.0100
0.86,0.0100
0.86,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.06,0.0100
1.16,0.0100
1.16,0.0100
1.16,0.0100
1.16,0.0100
1.16,0.0200
1.16,0.0200
1.16,0.0200
1.16,0.0200
1.16,0.0200
1.16,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.27,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.46,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.56,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.66,0.0200
1.77,0.0200
1.77,0.0200
1.77,0.0200
1.77,0.0300
1.77,0.0300
1.77,0.0300
1.77,0.0300
1.77,0.0300
1.77,0.0300
1.77,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
1.96,0.0300
