Time(s),Distance(m)
12.34,0.9200
12.34,0.9300
12.34,0.9200
12.34,0.9300
12.34,0.9300
12.34,0.9300
12.34,0.9300
12.34,0.9300
12.45,0.9300
12.45,0.9300
12.45,0.9300
12.45,0.9300
12.45,0.9200
12.45,0.9300
12.45,0.9300
12.45,0.9300
12.45,0.9200
12.45,0.9300
12.45,0.9300
12.64,0.9300
12.64,0.9300
12.64,0.9300
12.64,0.9300
12.64,0.9300
12.64,0.9300
12.64,0.9300
12.64,0.9200
12.64,0.9100
12.64,0.9100
12.64,0.9200
12.64,0.9200
12.64,0.9300
12.64,0.9200
12.64,0.9100
12.64,0.9000
12.64,0.9000
12.64,0.9100
12.64,0.9100
12.75,0.8900
12.75,0.8800
12.75,0.8900
12.75,0.8900
12.75,0.8800
12.75,0.8800
12.75,0.8800
12.75,0.8800
12.75,0.8800
12.75,0.8800
12.75,0.8800
12.85,0.8800
12.85,0.8800
12.85,0.8800
12.85,0.9000
12.85,0.9100
12.85,0.9100
12.85,0.9100
12.85,0.9100
12.85,0.9100
13.04,0.9000
13.04,0.9100
13.04,0.9200
13.04,0.9100
13.04,0.9200
13.04,0.9100
13.04,0.9100
13.04,0.9100
13.04,0.9100
13.04,0.9100
13.04,0.9000
13.04,0.8900
13.04,0.9000
13.04,0.9100
13.04,0.9100
13.04,0.9100
13.04,0.9000
13.04,0.8900
13.04,0.8800
13.15,0.8800
13.15,0.8800
13.15,0.8800
13.15,0.8800
13.15,0.8900
13.15,0.8900
13.15,0.8900
13.15,0.8800
13.15,0.8800
13.15,0.8800
13.15,0.8800
13.34,0.8800
13.34,0.8900
13.34,0.9000
13.34,0.9100
13.34,0.9100
13.34,0.9000
13.34,0.9000
13.34,0.8900
13.34,0.9000
13.34,0.9000
13.34,0.9000
13.34,0.9100
13.34,0.9100
13.34,0.9200
13.34,0.9200
13.34,0.9200
13.34,0.9200
13.34,0.9300
13.34,0.9200
