Timestamp,Distance(m)
19:59:16.202,0.0200
19:59:16.203,0.0200
19:59:16.204,0.0200
19:59:16.205,0.0200
19:59:16.206,0.0200
19:59:16.207,0.0200
19:59:16.208,0.0200
19:59:16.209,0.0200
19:59:16.210,0.0200
19:59:16.211,0.0201
19:59:16.212,0.0201
19:59:16.213,0.0201
19:59:16.214,0.0201
19:59:16.215,0.0201
19:59:16.216,0.0201
19:59:16.217,0.0201
19:59:16.218,0.0201
19:59:16.219,0.0201
19:59:16.220,0.0201
19:59:16.221,0.0201
19:59:16.222,0.0201
19:59:16.223,0.0201
19:59:16.224,0.0201
19:59:16.225,0.0201
19:59:16.226,0.0201
19:59:16.227,0.0201
19:59:16.228,0.0201
19:59:16.229,0.0201
19:59:16.230,0.0201
19:59:16.231,0.0202
19:59:16.232,0.0202
19:59:16.233,0.0202
19:59:16.234,0.0202
19:59:16.235,0.0202
19:59:16.236,0.0202
19:59:16.237,0.0202
19:59:16.238,0.0202
19:59:16.239,0.0202
19:59:16.240,0.0202
19:59:16.241,0.0202
19:59:16.242,0.0202
19:59:16.243,0.0202
19:59:16.244,0.0202
19:59:16.245,0.0202
19:59:16.246,0.0202
19:59:16.247,0.0202
19:59:16.248,0.0202
19:59:16.249,0.0202
19:59:16.250,0.0202
19:59:16.251,0.0203
19:59:16.252,0.0203
19:59:16.253,0.0203
19:59:16.254,0.0203
19:59:16.255,0.0203
19:59:16.256,0.0203
19:59:16.257,0.0203
19:59:16.258,0.0203
19:59:16.259,0.0203
19:59:16.260,0.0203
19:59:16.261,0.0203
19:59:16.262,0.0203
19:59:16.263,0.0203
19:59:16.264,0.0203
19:59:16.265,0.0203
19:59:16.266,0.0203
19:59:16.267,0.0203
19:59:16.268,0.0203
19:59:16.269,0.0203
19:59:16.270,0.0204
19:59:16.271,0.0204
19:59:16.272,0.0204
19:59:16.273,0.0204
19:59:16.274,0.0204
19:59:16.275,0.0204
19:59:16.276,0.0204
19:59:16.277,0.0204
19:59:16.278,0.0204
19:59:16.279,0.0204
19:59:16.280,0.0204
19:59:16.281,0.0204
19:59:16.282,0.0204
19:59:16.283,0.0204
19:59:16.284,0.0204
19:59:16.285,0.0204
19:59:16.286,0.0204
19:59:16.287,0.0204
19:59:16.288,0.0204
19:59:16.289,0.0204
19:59:16.290,0.0205
19:59:16.291,0.0205
19:59:16.292,0.0205
19:59:16.293,0.0205
19:59:16.294,0.0205
19:59:16.295,0.0205
19:59:16.296,0.0205
19:59:16.297,0.0205
19:59:16.298,0.0205
19:59:16.299,0.0205
19:59:16.300,0.0205
19:59:16.301,0.0205
19:59:16.302,0.0205
19:59:16.303,0.0205
19:59:16.304,0.0205
19:59:16.305,0.0205
19:59:16.306,0.0205
19:59:16.307,0.0205
