(-10, 4), (-22, 11), (-31, 18),
(-5, 0), (-11, 3), (-14, 7),
(-2, 1), (-9, 4), (-12, 5),
(-13, 6), (-23, 12), (-34, 21),
(-7, 2), (-12, 4), (-20, 11),
(-3, 0), (-8, 3), (-10, 2),
(-18, 11), (-27, 17), (-38, 25),
(-12, 5), (-15, 7), (-21, 12),
(-6, 2), (-9, 4), (-11, 5),
(-21, 11), (-28, 16), (-33, 22),
(-12, 6), (-19, 10), (-17, 10),
(-9, 3), (-10, 4), (-16, 7),
(-20, 11), (-27, 16), (-26, 17),
(-11, 5), (-17, 9), (-17, 8),
(-8, 3), (-8, 3), (-17, 7),
(-22, 12), (-33, 20), (-27, 20),
(-15, 7), (-19, 11), (-17, 10),
(-9, 3), (-10, 4), (-19, 9),
(-27, 15), (-37, 23), (-29, 21),
(-21, 11), (-20, 11), (-18, 11),
(-9, 5), (-15, 8), (-19, 10),
(-28, 15), (-33, 21), (-27, 21),
(-19, 10), (-19, 11), (-22, 14),
(-9, 3), (-15, 6), (-22, 11),
(-31, 17), (-30, 20), (-29, 21),
(-21, 10), (-18, 9), (-23, 14),
(-10, 2), (-17, 7), (-20, 9),
(-28, 16), (-27, 18), (-30, 22),
(-20, 10), (-18, 11), (-23, 14),
(-11, 4), (-20, 9), (-22, 11),
(-27, 14), (-28, 19), (-32, 21),
(-18, 10), (-20, 13), (-25, 16),
(-11, 4), (-19, 9), (-19, 9),
(-26, 16), (-30, 20), (-36, 26),
(-16, 8), (-21, 13), (-24, 16),
(-13, 5), (-21, 10), (-16, 6),
(-26, 15), (-30, 19), (-38, 26),
(-16, 8), (-24, 13), (-21, 12),
(-17, 8), (-17, 6), (-14, 6),
(-18, 11), (-29, 18), (-37, 24),
(-21, 11), (-19, 9), (-17, 9),
(-19, 7), (-17, 7), (-16, 6),
(-25, 13), (-35, 23), (-42, 27),
(-24, 13), (-17, 8), (-24, 14),
(-22, 8), (-14, 5), (-14, 5),
(-31, 20), (-38, 25), (-40, 27),
(-23, 13), (-20, 11), (-26, 14),
(-17, 7), (-13, 5), (-15, 4),
(-32, 20), (-35, 24), (-39, 27),
(-24, 15), (-20, 11), (-27, 16),
(-21, 8), (-12, 4), (-15, 5),
(-31, 22), (-37, 26), (-38, 28),
(-22, 13), (-26, 16), (-33, 21),
(-13, 5), (-13, 5), (-14, 3),
(-26, 17), (-36, 23), (-38, 27),
(-18, 9), (-25, 14), (-25, 15),
(-11, 2), (-13, 3), (-12, 2),
(-29, 19), (-33, 22), (-38, 26),
(-17, 7), (-19, 10), (-25, 14),
(-11, 2), (-13, 3), (-12, 2),
(-33, 24), (-23, 19), (-33, 25),
(-20, 11), (-24, 14), (-31, 20),
(-14, 5), (-12, 3), (-14, 4),
(-29, 21), (-21, 17), (-32, 24),
(-20, 11), (-22, 13), (-28, 18),
(-14, 5), (-12, 3), (-14, 4),
(-30, 20), (-22, 17), (-31, 23),
(-21, 12), (-17, 8), (-24, 15),
(-14, 5), (-11, 2), (-12, 3),
(-30, 19), (-20, 16), (-29, 22),
(-20, 10), (-16, 7), (-23, 14),
(-14, 3), (-10, 1), (-12, 2),
(-30, 19), (-22, 16), (-26, 20),
(-20, 12), (-16, 7), (-23, 13),
(-14, 5), (-10, 2), (-12, 4),
(-29, 19), (-26, 19), (-22, 18),
(-19, 12), (-19, 9), (-20, 11),
(-19, 7), (-13, 5), (-13, 4),
(-28, 17), (-30, 22), (-20, 18),
(-16, 10), (-21, 12), (-20, 11),
(-16, 6), (-15, 5), (-11, 3),
(-28, 17), (-32, 23), (-19, 21),
(-16, 9), (-19, 10), (-20, 11),
(-14, 5), (-16, 7), (-13, 4),
(-25, 14), (-26, 20), (-17, 22),
(-18, 10), (-22, 14), (-28, 18),
(-15, 5), (-21, 11), (-15, 7),
(-22, 12), (-25, 22), (-17, 22),
(-21, 11), (-28, 18), (-29, 21),
(-16, 7), (-21, 12), (-20, 10),
(-23, 13), (-24, 20), (-15, 20),
(-21, 11), (-28, 20), (-29, 23),
(-15, 7), (-21, 12), (-21, 11),
(-28, 19), (-23, 21), (-18, 24),
(-25, 14), (-30, 21), (-25, 23),
(-16, 9), (-22, 14), (-22, 11),
(-29, 21), (-16, 16), (-12, 17),
(-32, 20), (-28, 22), (-17, 24),
(-15, 9), (-27, 16), (-26, 15),
(-24, 18), (-15, 15), (-3, 10),
(-30, 22), (-25, 22), (-18, 27),
(-15, 8), (-28, 17), (-29, 17),
(-10, 9), (-11, 13), (5, -3),
(-26, 20), (-22, 23), (-16, 26),
(-24, 15), (-32, 21), (-31, 21),
(-3, 4), (0, 0), (11, -11),
(-22, 18), (-18, 22), (-15, 24),
(-28, 18), (-33, 22), (-35, 25),
(-3, 3), (7, -7), (12, -14),
(-20, 15), (-15, 18), (-10, 18),
(-29, 18), (-35, 24), (-35, 24),
(-1, 0), (11, -12), (12, -13),
(-20, 14), (-18, 18), (-16, 18),
(-28, 18), (-34, 22), (-36, 23),
(0, 0), (13, -15), (12, -13),
(-27, 19), (-24, 20), (-21, 20),
(-27, 15), (-33, 18), (-37, 21),
(5, -6), (15, -18), (13, -15),
(-27, 20), (-21, 16), (-21, 20),
(-28, 17), (-35, 23), (-38, 25),
(11, -15), (16, -21), (11, -11),
(-29, 20), (-27, 22), (-28, 25),
(-29, 15), (-36, 21), (-33, 19),
(1, -6), (4, -9), (1, 2),
(-34, 23), (-33, 24), (-33, 24),
(-23, 12), (-33, 18), (-25, 14),
(-8, 4), (-2, 0), (-4, 6),
(-35, 22), (-36, 25), (-36, 24),
(-21, 11), (-29, 16), (-22, 11),
(-18, 12), (-10, 7), (-10, 9),
(-37, 22), (-37, 24), (-36, 24),
(-18, 8), (-24, 12), (-17, 6),
(-27, 19), (-19, 16), (-21, 20),
(-38, 21), (-37, 22), (-33, 20),
(-15, 6), (-22, 11), (-17, 7),
(-31, 21), (-27, 22), (-26, 24),
(-35, 18), (-36, 20), (-33, 19),
(-15, 5), (-20, 8), (-16, 6),
(-28, 20), (-17, 14), (-15, 13),
(-38, 21), (-37, 22), (-35, 21),
(-18, 8), (-22, 11), (-18, 8),
(-20, 15), (-14, 11), (-12, 11),
(-40, 22), (-37, 23), (-35, 23),
(-21, 9), (-24, 12), (-19, 9),
(-18, 14), (-18, 17), (-16, 13),
(-39, 22), (-37, 23), (-36, 23),
(-22, 10), (-22, 10), (-18, 6),
(-27, 19), (-28, 22), (-29, 21),
(-35, 18), (-35, 19), (-32, 19),
(-19, 8), (-21, 9), (-18, 7),
(-29, 20), (-32, 25), (-33, 23),
(-34, 18), (-34, 18), (-30, 17),
(-18, 6), (-21, 8), (-19, 7),
(-34, 21), (-34, 22), (-33, 23),
(-31, 16), (-28, 15), (-27, 15),
(-17, 6), (-20, 8), (-17, 6),
(-36, 22), (-36, 23), (-33, 22),
(-27, 14), (-27, 14), (-23, 11),
(-16, 6), (-19, 8), (-17, 6),
(-36, 20), (-38, 23), (-33, 21),
(-24, 11), (-25, 12), (-22, 11),
(-16, 5), (-14, 5), (-14, 5),
(-38, 22), (-36, 21), (-31, 19),
(-20, 9), (-24, 11), (-21, 11),
(-15, 4), (-12, 3), (-14, 5),
(-38, 21), (-38, 22), (-33, 20),
(-19, 7), (-20, 8), (-19, 8),
(-16, 4), (-10, 2), (-13, 4),
(-38, 22), (-39, 24), (-34, 21),
(-17, 7), (-19, 9), (-19, 9),
(-15, 4), (-9, 2), (-14, 4),
(-38, 21), (-38, 23), (-34, 21),
(-16, 6), (-18, 9), (-19, 10),
(-16, 5), (-11, 2), (-14, 5),
(-30, 16), (-35, 20), (-27, 17),
(-14, 4), (-11, 2), (-16, 7),
(-16, 4), (-11, 1), (-15, 5),
(-24, 10), (-27, 13), (-25, 14),
(-13, 4), (-10, 2), (-14, 6),
(-15, 2), (-13, 3), (-15, 5),
(-20, 7), (-21, 9), (-19, 8),
(-14, 3), (-8, 0), (-10, 2),
(-12, 0), (-15, 3), (-13, 3),
(-19, 7), (-15, 6), (-15, 6),
(-16, 3), (-12, 2), (-9, 1),
(-9, -4), (-16, 2), (-12, 0),
(-18, 7), (-14, 4), (-13, 4),
(-12, 0), (-13, 3), (-8, 0),
(-9, -4), (-14, 2), (-13, 1),
(-15, 4), (-11, 2), (-10, 2),
(-12, -1), (-15, 6), (-11, 3),
(-9, -3), (-13, 0), (-14, 2),
(-12, 1), (-14, 4), (-6, 0),
(-11, -2), (-12, 0), (-14, 3),
(-8, -4), (-12, -3), (-14, 0),
(-12, 1), (-16, 5), (-10, 1),
(-11, -3), (-12, -1), (-15, 3),
(-8, -4), (-12, -4), (-15, 0),
(-14, 2), (-17, 6), (-11, 3),
(-11, -2), (-12, -1), (-15, 4),
(-9, -3), (-12, -6), (-12, -2),
(-13, 1), (-15, 3), (-13, 4),
(-11, -3), (-12, -1), (-14, 3),
(-9, -3), (-13, -6), (-12, -2),
(-14, 1), (-16, 4), (-15, 5),
(-9, -3), (-12, -2), (-12, 1),
(-6, -3), (-12, -8), (-11, -4),
(-12, -1), (-15, 2), (-14, 4),
(-10, -4), (-12, -3), (-13, 1),
(-7, -4), (-11, -8), (-12, -5),
(-13, -1), (-15, 2), (-15, 5),
(-10, -4), (-12, -4), (-13, 1),
(-7, -2), (-11, -8), (-13, -4),
(-12, -2), (-15, 1), (-15, 5),
(-11, -5), (-12, -4), (-11, 0),
(-6, -3), (-9, -9), (-11, -7),
(-13, -1), (-14, 2), (-13, 4),
(-9, -6), (-14, -4), (-12, 0),
(-5, -4), (-10, -11), (-10, -7),
(-12, -2), (-13, 1), (-12, 2),
(-9, -7), (-13, -5), (-11, -1),
(-7, -2), (-9, -11), (-10, -6),
(-13, -2), (-14, 1), (-11, 2),
(-9, -5), (-14, -4), (-13, 1),
(-5, -3), (-9, -11), (-9, -6),
(-14, -1), (-13, 0), (-13, 3),
(-9, -6), (-14, -5), (-12, -1),
(-6, -3), (-8, -12), (-8, -5),
(-14, -1), (-13, 1), (-13, 3),
(-9, -8), (-13, -4), (-13, -2),
(-6, -4), (-9, -12), (-7, -7),
(-15, -3), (-11, -2), (-12, 1),
(-9, -9), (-13, -7), (-13, -2),
(-5, -5), (-7, -14), (-6, -6),
(-14, -3), (-11, -1), (-11, 0),
(-8, -11), (-13, -7), (-12, -3),
(-3, -6), (-8, -13), (-5, -9),
(-16, -2), (-11, -2), (-12, 0),
(-8, -11), (-13, -6), (-14, -2),
(-5, -5), (-8, -15), (-6, -7),
(-19, 1), (-12, 0), (-13, 1),
(-10, -9), (-12, -6), (-13, -3),
(-5, -7), (-8, -14), (-7, -5),
(-19, 4), (-13, 3), (-14, 4),
(-13, -5), (-13, -3), (-13, -1),
(-8, -6), (-10, -11), (-9, -4),
(-19, 4), (-14, 4), (-11, 1),
(-14, -3), (-13, -2), (-13, 1),
(-9, -7), (-12, -8), (-11, -3),
(-18, 5), (-14, 5), (-10, 1),
(-17, 0), (-13, 1), (-13, 0),
(-11, -6), (-12, -5), (-12, -1),
(-17, 5), (-18, 9), (-13, 4),
(-19, 2), (-13, 2), (-12, 0),
(-11, -7), (-10, -3), (-12, -2),
(-17, 6), (-20, 10), (-19, 8),
(-20, 5), (-15, 5), (-13, 3),
(-14, -5), (-10, -3), (-13, -1),
(-17, 8), (-21, 10), (-19, 11),
(-19, 5), (-16, 7), (-12, 4),
(-17, 0), (-10, 0), (-13, 1),
(-17, 7), (-20, 9), (-19, 10),
(-17, 4), (-15, 8), (-13, 5),
(-18, 0), (-12, 0), (-12, 0),
(-20, 8), (-19, 9), (-21, 11),
(-15, 4), (-16, 7), (-17, 8),
(-19, 3), (-15, 4), (-12, 2),
(-30, 16), (-33, 19), (-31, 18),
(-16, 6), (-17, 8), (-19, 10),
(-17, 4), (-16, 8), (-14, 7),
(-39, 22), (-40, 23), (-34, 23),
(-19, 8), (-20, 9), (-21, 10),
(-16, 4), (-15, 6), (-15, 7),
(-38, 23), (-37, 24), (-28, 20),
(-27, 13), (-30, 15), (-26, 15),
(-15, 4), (-13, 4), (-18, 7),
(-36, 25), (-33, 25), (-25, 22),
(-35, 19), (-37, 21), (-31, 21),
(-16, 4), (-16, 5), (-16, 5),
(-32, 25), (-30, 24), (-15, 13),
(-39, 24), (-39, 26), (-32, 24),
(-23, 11), (-24, 11), (-20, 10),
(-26, 22), (-20, 17), (-4, 3),
(-38, 27), (-34, 28), (-27, 24),
(-33, 17), (-33, 19), (-26, 16),
(-21, 19), (-17, 16), (4, -2),
(-35, 27), (-29, 28), (-25, 24),
(-37, 23), (-38, 26), (-31, 22),
(-21, 20), (-21, 19), (3, -1),
(-30, 25), (-20, 20), (-15, 14),
(-38, 26), (-34, 28), (-28, 22),
(-21, 20), (-17, 15), (1, 0),
(-27, 25), (-15, 14), (-8, 11),
(-36, 28), (-29, 28), (-24, 21),
(-22, 20), (-14, 13), (-2, 3),
(-27, 25), (-15, 14), (-9, 11),
(-35, 26), (-28, 26), (-17, 16),
(-20, 18), (-15, 14), (-6, 6),
(-26, 25), (-14, 13), (-6, 7),
(-37, 29), (-28, 26), (-16, 15),
(-20, 19), (-16, 14), (-5, 7),
(-30, 27), (-16, 14), (-7, 8),
(-38, 27), (-30, 27), (-16, 14),
(-21, 19), (-21, 19), (-3, 4),
(-33, 28), (-20, 19), (-5, 6),
(-40, 28), (-35, 28), (-23, 19),
(-21, 20), (-23, 21), (0, 1),
(-36, 28), (-26, 24), (-3, 4),
(-41, 26), (-37, 28), (-26, 22),
(-24, 24), (-24, 23), (-3, 3),
(-40, 29), (-32, 27), (-6, 6),
(-40, 25), (-40, 28), (-28, 23),
(-24, 19), (-24, 25), (-11, 9),
(-41, 26), (-33, 27), (-14, 12),
(-40, 23), (-40, 27), (-32, 25),
(-25, 17), (-25, 24), (-13, 12),
(-43, 27), (-35, 28), (-25, 23),
(-35, 20), (-41, 26), (-36, 26),
(-24, 15), (-28, 27), (-18, 18),
(-41, 26), (-38, 30), (-31, 28),
(-34, 20), (-40, 25), (-39, 27),
(-23, 12), (-31, 28), (-23, 24),
(-37, 21), (-40, 29), (-34, 29),
(-30, 17), (-40, 24), (-40, 26),
(-27, 13), (-35, 27), (-25, 25),
(-35, 19), (-41, 27), (-38, 29),
(-25, 13), (-36, 21), (-40, 25),
(-27, 13), (-38, 29), (-28, 26),
(-31, 17), (-41, 26), (-39, 29),
(-21, 9), (-32, 16), (-37, 21),
(-28, 13), (-39, 27), (-29, 24),
(-30, 15), (-37, 22), (-38, 26),
(-20, 8), (-29, 15), (-35, 19),
(-29, 14), (-40, 26), (-30, 24),
(-28, 14), (-36, 21), (-39, 25),
(-16, 6), (-24, 12), (-31, 18),
(-30, 13), (-40, 24), (-36, 26),
(-24, 10), (-34, 18), (-36, 21),
(-13, 3), (-18, 8), (-24, 11),
(-30, 14), (-37, 21), (-34, 23),
(-21, 8), (-26, 13), (-29, 16),
(-10, 3), (-13, 4), (-16, 7),
(-28, 14), (-34, 18), (-37, 24),
(-16, 5), (-21, 10), (-22, 12),
(-11, 4), (-11, 4), (-14, 6),
(-22, 10), (-29, 15), (-36, 22),
(-14, 6), (-17, 7), (-16, 7),
(-11, 4), (-12, 6), (-15, 7),
(-22, 9), (-25, 13), (-31, 17),
(-13, 5), (-14, 5), (-13, 5),
(-11, 3), (-11, 2), (-16, 6),
(-18, 8), (-20, 10), (-28, 15),
(-13, 6), (-12, 4), (-12, 4),
(-9, 3), (-11, 2), (-14, 4),
(-16, 9), (-17, 8), (-15, 7),
(-13, 5), (-10, 4), (-15, 6),
(-7, 2), (-9, 1), (-14, 5),
(-13, 7), (-15, 7), (-11, 4),
(-11, 4), (-10, 4), (-15, 6),
(-6, 2), (-9, 1), (-13, 4),
(-11, 4), (-12, 4), (-12, 2),
(-10, 2), (-11, 3), (-16, 5),
(-7, 0), (-9, 0), (-11, 1),
(-10, 2), (-11, 4), (-20, 10),
(-9, 2), (-14, 5), (-15, 5),
(-8, 0), (-8, 0), (-11, -1),
(-10, 2), (-16, 6), (-18, 7),
(-9, 2), (-13, 4), (-16, 4),
(-7, -1), (-8, -1), (-14, -2),
(-10, 2), (-15, 4), (-18, 7),
(-8, 0), (-13, 3), (-16, 2),
(-6, -1), (-7, -2), (-13, -3),
(-12, 3), (-15, 4), (-18, 5),
(-10, 1), (-12, 1), (-15, 0),
(-6, -1), (-10, -3), (-10, -5),
(-14, 4), (-16, 5), (-16, 4),
(-10, 1), (-16, 3), (-11, -2),
(-8, -1), (-12, -4), (-8, -5),
(-12, 2), (-19, 7), (-12, 0),
(-9, 1), (-16, 1), (-9, -4),
(-6, -3), (-11, -5), (-6, -5),
(-15, 5), (-15, 4), (-11, -2),
(-12, 2), (-17, 3), (-11, -2),
(-10, -2), (-14, -3), (-8, -3),
(-16, 3), (-14, 2), (-13, -1),
(-13, 2), (-14, -1), (-10, -4),
(-11, -4), (-10, -5), (-7, -4),
(-17, 6), (-13, 4), (-14, 2),
(-15, 3), (-11, -1), (-12, -2),
(-15, 0), (-9, -2), (-9, 0),
(-18, 7), (-15, 6), (-16, 4),
